pickup_distance_km,time_difference_min,route_overlap_percent,detour_km,destination_compatibility,preference_compatible,match
0.7,15,17.54,3.94,0.08,0,0
3.36,8,3.84,0.59,0.67,1,0
1.77,14,57.71,0.47,0.04,1,1
3.17,21,10.94,1.12,0.43,0,0
4.77,18,47.17,2.56,0.56,0,0
1.15,25,79.42,1.2,0.79,0,1
4.75,0,76.55,3.89,0.78,1,1
2.24,7,53.15,0.64,0.13,0,1
2.75,11,88.13,0.76,0.05,0,1
1.84,18,20.35,2.69,0.29,0,0
3.88,23,45.54,1.77,0.42,1,0
0.91,28,71.02,3.91,0.32,1,0
4.06,11,43.58,0.24,0.22,1,0
3.87,29,86.5,2.46,0.14,1,0
2.11,7,75.22,0.59,0.3,1,1
3.31,20,41.36,1.79,0.97,1,0
0.28,23,30.75,0.26,0.37,0,1
4.34,7,91.01,2.54,0.72,0,0
2.54,30,54.54,3.2,0.8,0,0
3.54,13,73.43,3.08,0.13,1,0
4.33,11,24.13,1.49,0.1,0,0
4.01,13,21.27,3.01,0.61,1,0
4.13,22,79.62,1.95,0.56,0,0
0.64,27,11.27,3.99,0.46,0,0
4.58,5,27.36,3.86,0.82,0,0
1.82,26,66.92,2.42,0.27,0,0
3.92,16,23.14,1.89,0.19,0,0
1.25,26,38.58,0.75,0.25,0,0
1.35,9,35.69,1.57,0.74,0,0
4.88,21,67.7,2.37,0.81,0,0
3.02,28,95.71,2.09,0.18,1,0
2.76,5,94.19,1.33,0.98,1,1
1.73,22,72.36,1.18,0.2,1,1
1.82,9,78.32,3.0,0.61,0,0
0.47,1,10.95,0.89,0.08,1,1
2.59,21,93.91,3.78,0.76,0,0
0.85,14,46.61,3.16,0.73,1,0
3.88,25,79.45,3.99,0.35,1,0
2.8,16,89.15,3.98,0.95,0,0
3.19,2,76.49,1.42,0.25,0,1
3.53,7,63.65,3.75,0.25,0,0
0.66,17,99.21,0.21,0.77,1,1
4.46,9,89.61,2.48,0.82,1,1
0.46,6,92.0,0.22,0.92,1,1
0.31,23,42.92,2.86,0.36,1,0
2.86,24,49.54,0.39,0.95,0,0
0.93,5,65.04,2.4,0.53,0,1
0.42,11,35.96,0.69,0.74,0,1
3.42,7,59.63,0.66,0.04,0,0
1.91,24,0.85,2.14,0.66,1,0
0.3,13,28.12,1.9,0.6,0,0
1.72,0,20.23,1.46,0.65,1,0
3.39,23,81.63,0.37,0.36,0,1
3.8,29,15.43,3.21,0.28,0,0
2.09,19,33.4,3.57,0.58,0,0
3.07,8,16.43,1.73,0.22,1,0
2.91,13,34.15,0.91,0.19,1,0
0.7,6,95.29,3.07,0.78,1,1
4.58,3,50.24,2.9,0.69,1,0
2.52,21,10.97,3.04,0.42,0,0
4.47,7,51.43,1.62,0.2,0,0
3.04,3,42.83,0.47,0.18,1,1
4.0,30,23.48,2.39,0.2,0,0
0.84,29,30.16,3.98,0.41,0,0
1.87,29,69.15,2.64,0.43,0,0
1.68,28,1.0,0.24,0.81,0,0
4.73,20,63.0,2.72,0.63,0,0
4.81,17,87.71,3.47,0.52,0,0
0.53,11,67.27,0.34,0.34,0,1
4.03,16,4.59,0.9,0.95,1,0
4.3,5,33.86,2.51,0.75,1,0
3.96,28,37.08,0.89,0.64,0,0
1.51,6,22.83,2.06,0.35,0,0
3.31,4,92.26,0.14,0.06,1,1
2.09,2,1.39,0.7,0.2,0,0
2.31,16,65.57,1.03,0.21,1,0
4.3,16,60.31,2.53,0.38,1,0
0.93,18,34.02,2.09,0.9,0,0
2.3,7,14.67,1.77,0.57,1,0
4.17,18,15.93,3.07,0.11,1,0
3.31,16,68.4,0.77,0.49,1,0
2.06,16,65.65,1.02,0.77,0,1
3.52,14,33.2,2.35,0.98,0,0
3.67,1,43.08,1.89,0.28,0,0
1.91,20,84.59,2.82,0.82,0,0
2.58,21,44.54,0.85,0.43,0,0
3.46,27,43.91,1.84,0.28,0,0
1.71,26,64.27,1.57,0.34,1,0
4.53,5,93.87,0.67,0.02,0,1
3.45,13,42.61,3.95,0.97,1,0
1.93,13,27.11,1.84,0.69,1,0
1.65,30,97.34,3.95,0.79,0,0
1.01,3,27.16,3.7,0.21,0,0
0.7,5,99.85,3.45,0.64,1,1
0.86,30,79.08,2.01,0.94,1,1
1.97,27,62.03,3.01,0.09,0,0
4.21,0,59.67,3.36,0.49,0,0
0.67,12,77.0,0.52,0.05,0,1
3.7,9,29.73,0.13,0.04,1,0
3.16,7,83.82,2.36,0.92,1,1
1.87,23,15.95,3.01,0.83,0,0
0.55,2,37.69,1.89,0.04,1,0
1.24,11,30.12,1.34,0.02,0,0
3.86,8,10.34,3.84,0.4,1,0
4.9,22,16.29,0.19,0.93,1,0
2.18,25,77.36,3.96,0.62,0,0
4.1,4,92.71,2.59,0.06,0,0
3.66,11,54.03,2.09,0.84,0,0
4.45,16,44.16,2.66,0.91,0,0
1.48,25,84.51,1.97,0.66,0,1
3.79,15,88.31,1.19,0.31,0,1
2.11,26,65.06,2.23,0.12,1,0
3.22,11,41.62,2.55,0.37,0,0
0.23,2,74.99,1.65,0.08,0,1
2.72,28,22.63,0.32,0.46,0,0
4.34,29,43.22,1.18,0.55,0,0
4.97,29,50.79,2.41,0.91,0,0
4.15,13,63.23,1.73,0.96,0,0
3.43,30,20.69,2.36,0.36,1,0
0.3,18,14.42,2.59,0.07,1,0
0.53,19,63.51,3.7,0.86,1,0
0.72,21,60.51,0.47,0.71,1,1
3.59,1,84.83,2.55,0.85,0,1
1.3,13,23.89,3.57,0.59,1,0
1.62,1,56.32,1.48,0.14,1,1
4.54,6,93.58,1.43,0.45,0,1
0.51,4,82.38,2.52,0.22,0,1
0.87,4,13.99,3.83,0.03,1,0
2.51,0,95.87,3.59,0.93,0,1
0.31,18,40.29,3.75,0.22,0,0
4.65,13,38.44,3.45,0.6,1,0
0.98,2,79.07,3.37,0.25,0,1
1.46,14,98.76,2.71,0.1,0,0
3.07,10,93.26,1.83,0.01,1,1
1.37,3,29.51,1.46,0.62,0,0
3.55,21,16.48,1.19,0.74,1,0
3.92,4,7.2,3.63,0.38,1,0
4.87,26,12.21,1.99,0.18,1,0
4.91,8,11.45,1.92,0.8,1,0
3.83,6,7.76,2.04,0.06,0,0
1.71,20,60.31,2.1,0.56,1,0
1.41,19,48.93,3.84,0.02,1,0
0.67,18,68.36,3.12,0.63,0,0
0.93,8,45.75,2.9,0.73,1,0
0.72,20,75.46,0.57,0.92,1,1
3.51,19,70.1,3.33,0.15,1,0
4.85,12,4.34,3.8,0.57,1,0
1.58,22,74.03,3.63,0.11,1,0
1.08,19,75.28,3.06,0.73,0,1
4.15,26,99.18,3.86,0.11,1,0
3.03,16,56.58,3.11,0.65,1,0
3.31,4,69.38,2.66,0.73,0,0
2.79,2,57.85,0.72,0.99,0,1
0.36,9,57.08,0.72,0.49,0,1
3.39,12,73.73,1.99,0.43,1,0
0.44,3,97.85,1.87,0.32,0,1
2.71,7,68.22,3.77,0.64,0,0
0.9,12,58.51,1.01,0.35,1,1
1.5,2,99.9,3.13,0.83,0,1
3.74,1,92.58,0.99,0.58,1,1
3.84,6,3.61,1.74,0.85,1,0
4.26,4,61.18,1.07,0.66,0,1
4.42,26,88.28,0.96,0.64,1,1
4.92,18,47.64,1.33,0.07,1,0
4.99,25,53.55,3.46,0.79,1,0
3.62,11,49.77,3.16,0.6,1,0
0.51,2,24.0,1.84,0.4,0,0
2.25,13,1.82,2.78,0.3,0,0
4.64,25,76.96,2.33,0.62,1,0
4.03,26,19.64,1.74,0.56,0,0
1.5,21,60.24,1.65,0.41,0,0
2.18,18,62.74,0.38,0.21,1,1
0.82,24,93.02,3.58,0.71,0,0
0.13,7,24.44,3.24,0.59,0,0
2.94,23,21.49,3.69,0.79,0,0
2.94,5,80.91,2.11,0.22,1,1
4.94,1,46.56,0.44,0.95,1,1
1.24,28,62.85,3.63,0.17,0,0
1.92,22,95.62,1.34,0.1,0,1
4.66,14,72.76,3.91,0.05,1,0
2.16,0,66.52,0.3,0.01,1,1
1.55,18,11.02,0.89,0.11,1,0
4.51,20,60.52,3.89,0.08,0,0
4.69,2,33.37,3.65,0.95,1,0
2.35,9,2.93,3.71,0.42,0,0
3.38,10,59.41,1.55,0.03,1,0
3.09,7,85.66,2.98,0.46,1,0
1.59,21,4.16,0.18,0.49,1,0
3.36,20,25.8,3.64,0.43,0,0
3.32,23,62.6,0.83,0.02,0,0
2.28,17,36.36,3.8,0.82,1,0
4.26,7,23.05,3.63,0.76,0,0
1.42,5,82.81,3.95,0.91,0,1
4.7,13,69.98,2.93,0.86,1,0
4.63,3,78.41,3.18,0.46,0,0
1.61,2,79.41,2.51,0.09,0,1
4.19,17,8.71,1.03,0.69,1,0
3.18,15,94.46,3.59,0.16,0,0
3.33,14,54.64,0.53,0.53,1,0
3.56,24,85.48,2.79,0.79,0,0
3.45,19,85.09,2.95,0.86,0,0
2.45,20,95.68,0.7,0.14,0,1
1.96,22,58.42,3.86,0.66,1,0
4.78,1,24.65,0.27,0.38,0,0
3.22,10,3.22,0.45,0.57,1,0
3.05,17,14.42,3.76,0.27,1,0
3.42,5,69.12,1.09,0.87,1,1
2.86,6,38.42,0.47,0.61,1,1
0.88,2,76.32,2.65,0.5,1,1
0.96,16,49.3,0.58,0.38,1,0
1.05,11,20.17,2.9,0.5,0,0
4.74,15,10.4,0.48,0.95,0,0
0.25,13,51.02,2.06,0.51,0,1
4.77,19,68.75,1.4,0.4,1,0
0.76,22,49.12,0.34,0.38,0,0
2.62,10,93.44,1.38,0.38,1,1
2.3,17,1.2,2.25,0.98,0,0
2.17,25,83.51,3.03,0.34,1,0
3.33,16,44.83,1.13,0.19,1,0
4.18,8,30.47,2.15,0.77,0,0
2.26,15,43.14,2.36,0.82,1,0
2.37,15,5.87,2.45,0.15,1,0
3.57,25,33.77,2.99,0.76,1,0
3.14,12,79.67,2.2,0.78,0,1
3.16,28,99.72,1.63,0.05,0,0
3.48,23,77.97,3.32,0.2,1,0
0.34,20,76.07,2.51,0.86,0,1
4.7,9,91.08,3.2,0.53,0,0
1.97,27,99.7,1.93,0.23,1,0
3.32,8,97.22,3.75,0.86,0,0
3.77,24,2.64,3.08,0.22,1,0
0.13,2,51.13,1.86,0.86,1,1
0.46,27,7.38,1.7,0.08,1,0
1.61,10,12.93,0.54,0.97,0,0
3.67,29,60.96,1.39,0.74,1,0
1.16,23,14.9,0.34,0.47,0,0
2.7,29,52.07,1.13,0.67,0,0
3.95,16,99.66,1.82,0.43,1,0
2.34,6,59.63,1.67,0.04,0,0
1.97,17,56.86,0.82,0.18,1,0
4.33,24,93.17,1.17,0.11,1,0
3.74,4,12.36,2.05,0.91,1,0
0.18,4,75.34,2.41,0.33,0,1
4.64,28,46.34,0.45,0.12,0,0
4.16,11,97.44,0.92,0.99,1,1
2.41,30,34.16,2.35,0.86,0,0
2.66,11,1.78,2.54,0.05,1,0
3.09,6,36.12,1.3,0.27,1,0
3.9,16,48.82,2.47,0.15,0,0
4.91,22,63.2,1.33,0.08,0,0
3.46,21,58.1,2.82,0.38,1,0
4.39,19,45.91,0.46,0.66,0,0
4.12,13,79.05,1.35,0.3,0,1
1.26,19,3.67,2.94,0.46,1,0
3.34,0,72.66,2.16,0.5,1,1
1.44,18,37.7,0.8,0.43,0,0
2.33,6,79.16,0.77,0.29,1,1
0.41,9,72.1,3.41,0.49,1,1
3.01,24,76.59,2.66,0.5,0,0
2.29,26,36.12,2.32,0.39,0,0
1.38,24,26.63,3.31,0.12,1,0
2.5,0,84.5,3.16,0.93,0,1
2.86,27,1.77,1.6,0.22,0,0
2.84,15,6.32,2.12,0.87,1,0
3.34,26,75.64,3.34,0.48,1,0
0.33,8,34.11,3.58,0.57,1,0
4.94,24,76.59,1.68,0.43,1,0
2.63,6,85.65,3.6,0.27,1,0
1.39,8,65.3,3.16,0.76,0,0
2.88,15,98.49,0.94,0.41,1,1
0.58,10,6.84,3.17,0.39,1,0
0.72,22,71.39,2.01,0.76,1,1
4.58,7,35.35,2.77,0.93,1,0
4.96,14,99.69,1.22,0.63,1,1
1.45,18,41.3,1.51,0.82,1,0
1.62,28,86.42,0.88,0.54,1,1
2.86,12,53.83,3.34,0.75,1,0
0.69,1,20.74,2.45,0.37,1,0
4.98,26,91.54,3.13,0.52,1,0
3.43,28,90.09,1.93,0.34,1,0
2.55,28,45.41,0.68,0.49,0,0
4.86,26,44.23,0.44,0.01,0,0
0.42,14,91.7,3.95,0.82,1,1
2.61,6,46.66,1.1,0.42,1,0
0.59,8,81.3,1.42,0.06,1,1
4.17,7,33.99,3.01,0.76,0,0
4.57,20,81.43,0.83,0.89,0,1
1.61,6,4.47,2.18,0.11,0,0
3.1,0,35.07,1.8,0.53,1,0
4.65,12,62.79,2.16,0.12,1,0
3.04,16,23.98,1.31,0.3,0,0
0.79,4,79.83,1.17,0.64,0,1
4.08,10,68.92,1.71,0.71,1,0
4.3,24,46.99,2.32,0.29,0,0
0.56,8,49.72,0.85,0.96,1,1
4.87,29,89.56,1.84,0.93,0,0
2.14,20,38.85,2.45,0.78,1,0
3.57,26,53.79,1.64,0.13,1,0
3.01,28,22.08,1.96,0.5,0,0
2.26,18,0.14,2.36,0.76,0,0
4.21,26,68.87,0.27,0.87,0,1
3.61,23,90.88,2.78,0.89,0,0
1.19,12,25.26,1.24,0.22,0,0
0.38,29,27.29,3.49,0.92,1,0
1.47,17,78.31,1.62,0.65,0,1
4.36,28,72.85,1.48,0.09,1,0
3.31,12,54.92,0.14,0.47,0,1
4.23,23,1.03,3.37,0.06,1,0
1.76,8,51.77,0.89,0.4,1,1
2.56,5,41.1,0.87,0.01,1,0
3.43,2,55.4,2.25,0.44,0,0
4.15,3,96.79,0.87,0.6,0,1
2.17,8,78.58,3.72,0.68,0,0
0.84,24,78.38,3.88,0.19,0,0
1.84,8,93.24,3.91,0.43,0,0
4.67,12,69.19,0.77,0.28,1,0
4.2,21,17.9,2.81,0.46,1,0
3.15,22,54.77,1.07,0.02,1,0
1.02,19,4.7,2.96,0.17,0,0
2.54,0,43.03,0.79,0.87,1,1
1.99,5,49.33,1.71,0.88,0,0
1.82,29,61.57,1.83,0.98,1,0
2.23,8,56.61,2.36,0.57,0,0
0.24,15,57.19,3.19,0.02,1,0
1.08,9,28.2,0.8,0.44,1,0
0.33,26,99.8,3.63,0.87,1,1
3.88,29,92.93,3.66,0.78,0,0
4.44,1,95.16,3.21,0.88,0,1
1.07,26,46.79,2.68,0.49,0,0
4.76,0,54.64,3.67,0.7,0,0
4.4,17,59.04,0.44,0.3,0,1
0.52,29,90.56,3.47,0.92,1,1
1.64,29,11.45,1.03,0.33,1,0
4.24,21,37.16,2.8,0.09,1,0
3.97,10,8.57,2.28,0.66,0,0
0.65,30,50.34,1.49,0.1,0,0
1.94,17,29.08,0.74,0.98,1,0
3.57,14,78.48,3.12,0.83,1,0
4.95,16,10.29,0.46,0.96,1,0
1.83,16,38.3,0.18,0.87,1,1
0.66,10,81.17,1.59,0.07,0,1
3.72,24,19.12,0.48,0.96,1,0
2.21,7,66.1,1.97,0.36,0,0
0.48,11,16.55,2.61,0.26,1,0
2.44,17,52.64,0.35,0.3,0,1
2.68,27,53.0,1.51,0.81,0,0
1.73,20,21.19,3.99,0.84,1,0
2.27,22,29.1,0.78,0.87,0,0
2.24,4,70.05,1.56,0.5,1,1
3.96,23,15.13,3.15,0.84,0,0
3.44,4,39.78,2.51,0.16,1,0
0.77,7,61.17,3.35,0.75,1,1
3.48,15,90.58,2.62,0.03,0,0
2.52,3,53.07,1.69,0.4,1,1
4.71,3,10.23,3.16,0.43,0,0
4.29,20,43.11,3.96,0.29,0,0
0.5,3,1.34,2.85,0.01,0,0
4.01,29,92.35,0.37,0.39,0,1
0.51,20,66.31,2.48,0.25,0,0
0.67,4,56.93,2.04,0.34,0,1
4.96,6,7.97,1.73,0.39,0,0
4.71,17,39.41,1.68,0.98,0,0
1.09,22,89.74,2.84,0.82,1,1
3.55,20,64.06,1.55,0.65,1,0
0.58,4,14.91,0.62,0.95,0,0
4.43,29,11.28,3.56,0.26,1,0
1.78,1,35.1,0.37,0.53,1,1
3.42,19,6.13,1.55,0.46,0,0
4.53,14,93.43,1.83,0.45,1,0
3.96,8,73.55,0.79,0.55,1,1
4.78,28,22.1,1.9,0.46,0,0
1.25,18,17.85,0.89,0.58,0,0
1.86,20,31.57,0.92,0.02,1,0
0.63,1,2.81,3.27,0.4,0,0
1.36,8,67.67,0.24,0.98,1,1
2.32,22,40.63,0.89,0.26,1,0
4.94,26,82.59,3.97,0.02,0,0
3.7,5,65.75,2.02,0.58,1,1
4.69,8,89.99,0.57,0.18,1,1
4.74,25,94.01,3.97,0.12,0,0
1.18,22,98.71,3.47,0.99,0,0
0.87,30,69.92,1.56,0.91,1,1
2.96,5,2.25,0.26,0.9,0,1
4.96,3,17.25,3.28,0.66,1,0
1.24,12,47.36,1.74,0.59,1,0
3.65,17,33.62,0.86,0.15,1,0
1.32,9,57.22,2.03,0.42,1,1
0.38,14,55.78,0.83,0.46,1,1
4.21,16,64.87,2.65,0.76,0,0
4.58,4,73.06,0.97,0.67,1,1
2.92,16,70.94,2.44,0.67,1,1
0.76,16,59.64,1.38,0.87,0,1
0.46,3,37.51,2.02,0.45,0,1
3.47,26,0.61,3.4,0.53,0,0
0.37,25,67.96,2.43,0.03,0,0
4.08,17,61.42,3.23,0.15,1,0
3.89,1,80.89,0.82,0.34,1,1
4.52,22,30.8,1.05,0.72,1,0
2.83,28,6.02,3.71,0.29,1,0
0.72,0,45.19,2.12,0.43,0,0
2.42,23,54.18,1.78,0.73,0,0
4.94,27,40.77,2.14,0.65,0,0
2.1,14,43.13,3.34,0.89,1,0
4.23,17,54.45,3.46,0.13,1,0
2.01,23,69.11,1.38,0.89,1,1
2.95,16,79.68,3.26,0.2,0,0
1.75,8,54.71,1.4,0.95,1,1
2.74,29,32.57,2.36,0.46,1,0
4.94,1,76.95,2.03,0.6,1,1
2.74,28,38.37,2.41,0.66,0,0
0.12,22,73.42,1.36,0.9,1,1
2.81,27,69.69,3.05,0.77,1,0
4.47,14,0.43,3.21,0.56,0,0
4.2,21,4.83,3.53,0.63,1,0
3.12,27,65.01,2.45,0.57,1,0
4.29,0,73.8,1.02,0.94,1,1
0.22,18,30.45,0.18,0.72,1,1
2.3,5,17.82,1.17,0.41,1,0
1.81,19,84.55,3.39,0.8,0,0
2.94,27,21.19,3.13,0.89,0,0
0.99,10,32.97,2.16,0.1,0,0
1.07,11,60.19,1.13,0.85,0,1
1.74,15,48.84,2.84,0.19,0,0
2.04,18,37.12,0.78,0.53,1,0
4.96,11,72.22,1.81,0.31,0,0
2.75,4,11.83,1.37,0.18,1,0
1.01,2,73.35,2.61,0.37,0,1
1.74,29,77.92,0.33,0.56,0,1
0.29,27,52.89,1.59,0.34,0,0
1.7,19,61.37,1.73,0.43,1,0
4.82,24,50.33,0.36,0.29,1,0
1.31,7,99.47,0.62,0.42,0,1
0.47,29,25.04,3.25,0.7,0,0
4.16,21,97.37,3.17,0.18,1,0
4.09,24,40.59,3.99,0.61,0,0
3.97,8,91.18,0.79,0.65,1,1
0.37,18,96.45,0.61,0.44,0,1
3.35,28,17.51,2.12,0.04,0,0
0.18,12,84.71,1.09,0.79,0,1
0.21,18,91.89,3.8,0.71,0,1
1.72,5,17.69,1.54,0.55,1,0
1.33,26,42.57,2.46,0.12,1,0
4.97,0,97.26,1.08,0.6,1,1
0.65,6,92.94,1.49,0.97,1,1
2.9,20,94.35,0.15,0.98,0,1
3.86,30,70.0,3.99,0.01,0,0
1.74,23,83.32,2.5,0.13,1,0
2.43,8,46.69,3.5,0.83,0,0
1.06,11,35.48,0.74,0.62,0,0
3.47,17,20.48,0.29,0.68,1,0
4.59,17,13.4,2.27,0.68,1,0
1.23,21,29.11,2.32,0.04,1,0
2.55,23,82.47,3.05,0.57,0,0
3.04,19,33.82,3.84,0.95,1,0
3.27,19,58.25,1.52,0.63,0,0
3.12,13,43.13,0.15,0.67,1,0
2.4,10,15.29,2.14,0.55,0,0
1.94,11,26.08,2.16,0.99,0,0
2.34,24,69.17,1.76,0.2,0,0
4.37,5,66.96,2.75,0.9,0,0
1.3,11,15.41,1.58,0.67,1,0
4.82,15,21.29,3.23,0.92,1,0
3.44,19,69.06,1.05,0.1,0,0
0.7,0,41.25,3.76,0.64,1,0
3.17,10,68.34,3.15,0.11,1,0
4.36,4,82.74,0.94,0.62,0,1
0.22,12,34.87,3.5,0.53,1,0
2.75,6,60.23,2.42,0.84,1,1
0.52,26,16.45,1.69,0.51,0,0
3.41,21,82.8,2.83,0.4,0,0
3.43,3,68.81,0.62,0.62,0,1
3.42,19,12.64,2.73,0.78,0,0
2.07,7,3.2,0.69,0.17,0,0
2.2,24,18.94,2.95,0.5,1,0
4.86,11,77.95,2.88,0.48,0,0
1.96,23,42.43,0.84,0.45,0,0
3.81,17,7.83,0.79,0.13,1,0
4.91,13,0.32,1.81,0.99,0,0
3.2,0,35.0,3.77,0.15,0,0
1.72,25,1.52,1.54,0.92,1,0
4.99,5,5.96,1.85,0.08,1,0
2.98,25,74.01,2.93,0.2,1,0
4.2,24,53.97,1.84,0.7,0,0
2.88,11,32.21,3.34,0.9,0,0
3.88,10,43.58,1.7,0.75,0,0
1.71,22,88.2,1.2,0.53,1,1
4.85,19,21.36,2.91,0.28,1,0
1.09,3,21.09,2.01,0.5,1,0
0.58,4,5.92,2.65,0.06,1,0
3.27,10,13.16,3.25,0.12,1,0
4.31,8,48.29,2.42,0.11,1,0
0.73,19,94.93,0.55,0.76,1,1
4.83,18,15.75,0.72,0.74,1,0
1.0,7,96.27,2.0,0.16,1,1
0.93,17,63.52,3.95,0.43,0,0
2.3,3,31.08,1.09,0.6,0,0
2.23,17,14.03,2.39,0.2,1,0
4.41,22,96.23,2.63,0.53,0,0
2.33,14,93.75,1.0,0.75,1,1
0.28,15,0.11,1.88,0.31,0,0
0.63,3,6.28,2.07,0.62,1,0
1.64,7,75.66,1.01,0.94,1,1
2.52,5,48.83,0.18,0.49,0,1
3.08,11,52.98,0.88,0.05,1,0
2.84,11,91.82,3.94,0.89,1,1
0.31,20,13.48,2.36,0.78,1,0
2.45,8,18.78,2.08,0.62,1,0
3.4,28,62.78,0.18,0.53,0,0
2.63,0,44.66,3.49,0.03,1,0
3.52,11,19.52,2.03,0.88,0,0
2.09,9,5.92,2.96,0.79,0,0
4.57,4,81.95,3.68,0.05,0,0
3.67,27,76.51,3.67,0.07,0,0
2.12,20,54.77,0.76,0.19,1,0
3.33,0,84.94,1.92,0.62,0,1
2.84,23,78.01,2.7,0.5,0,0
1.61,30,61.84,0.31,0.1,1,1
0.8,2,55.87,0.86,0.48,1,1
3.61,20,44.06,2.91,0.19,0,0
1.57,29,33.31,0.64,0.85,0,0
1.34,9,76.27,0.92,0.84,1,1
0.51,4,68.35,0.17,0.05,0,1
3.54,21,11.61,0.42,0.92,1,0
1.87,1,28.6,0.87,0.32,0,0
3.03,0,69.57,0.95,0.95,0,1
0.57,2,82.56,2.16,0.17,1,1
1.62,12,88.59,2.1,0.59,1,1
1.94,17,68.33,1.18,0.86,0,1
2.86,26,96.58,0.66,0.32,0,1
4.91,20,48.95,1.55,0.37,1,0
2.82,22,21.36,0.35,0.68,0,0
4.41,6,96.61,2.76,0.22,0,0
3.63,26,22.52,3.8,0.82,1,0
4.57,18,49.92,3.72,0.67,1,0
2.79,5,29.08,0.67,0.57,1,0
3.18,28,24.59,3.9,0.64,1,0
3.96,22,6.06,0.57,0.82,1,0
1.55,1,3.1,3.12,0.29,1,0
2.33,9,53.42,2.18,0.69,0,0
0.84,28,8.03,2.47,0.18,1,0
4.46,20,64.21,0.88,0.41,1,0
3.18,26,58.19,0.11,0.74,0,1
1.98,6,28.47,3.9,0.07,0,0
4.69,18,3.83,1.37,0.68,1,0
4.65,25,82.55,2.49,0.85,1,0
2.28,13,45.87,3.92,0.27,0,0
2.47,20,29.02,1.32,0.83,0,0
4.56,30,16.05,0.25,0.51,0,0
3.98,20,29.48,2.23,0.74,0,0
1.46,28,28.32,1.56,0.09,1,0
4.87,25,14.35,1.14,0.59,1,0
1.16,0,22.01,3.55,0.21,1,0
0.3,30,13.37,2.38,0.79,1,0
3.56,25,65.22,2.88,0.92,0,0
0.85,8,11.67,3.86,0.8,0,0
3.47,29,50.95,1.51,0.01,1,0
1.97,24,7.98,0.26,0.86,0,0
2.34,3,14.63,0.87,0.79,0,0
4.21,28,40.98,1.69,0.95,1,0
1.21,14,87.04,3.27,0.79,1,1
3.83,14,74.61,2.49,0.59,1,1
1.87,13,41.84,3.75,0.32,0,0
3.95,6,26.97,3.13,0.21,1,0
1.25,27,30.45,3.42,0.86,1,0
3.96,14,51.74,0.23,0.08,1,1
3.69,19,2.93,0.92,0.04,1,0
4.63,4,65.76,2.67,0.79,1,0
2.8,5,77.88,2.93,0.58,1,1
3.94,11,92.63,0.44,0.54,0,1
2.15,25,85.73,0.47,0.52,1,1
0.27,12,36.67,3.29,0.08,1,0
3.35,2,91.0,0.31,0.12,0,1
1.99,20,21.52,0.49,0.01,1,0
2.65,10,18.06,2.72,0.39,1,0
3.9,7,48.29,0.95,0.93,1,0
3.56,23,52.67,3.63,0.37,1,0
4.88,2,32.33,1.05,0.53,0,0
0.73,26,67.28,2.2,0.84,0,0
2.61,11,24.86,1.29,0.31,1,0
2.87,3,37.75,1.88,0.99,0,0
4.97,13,71.23,3.12,0.03,1,0
3.24,13,89.9,1.69,0.49,0,0
4.81,2,5.14,1.5,0.78,0,0
1.64,1,38.2,1.64,0.75,0,0
4.34,5,26.05,3.19,0.73,1,0
0.89,12,84.03,1.5,0.8,1,1
0.49,1,81.87,0.46,0.54,0,1
2.37,10,55.54,2.93,0.22,1,0
2.72,16,54.47,3.06,0.39,1,0
4.42,11,34.15,1.54,0.61,0,0
3.27,0,39.21,2.65,0.21,1,0
0.63,18,13.34,3.6,0.45,0,0
0.29,28,2.48,2.2,0.41,1,0
1.32,22,8.89,1.97,0.27,0,0
2.08,30,28.24,0.24,0.98,0,0
3.01,8,85.23,1.91,0.21,0,0
1.79,24,80.06,0.48,0.06,0,1
3.04,20,10.84,3.33,0.28,0,0
0.89,13,44.5,1.39,0.33,1,0
2.57,11,44.95,3.48,0.02,1,0
1.01,24,76.34,2.1,0.31,1,1
4.52,11,57.59,0.2,0.59,1,1
3.25,11,15.45,3.87,0.88,0,0
1.67,3,36.67,2.68,0.84,0,0
2.43,1,70.68,1.94,0.48,0,1
4.88,18,72.77,1.05,0.88,1,1
0.75,21,21.52,0.98,0.99,0,0
3.8,24,68.73,2.2,0.02,0,0
2.76,4,85.28,1.41,0.37,1,1
3.46,2,78.29,2.84,0.13,0,0
0.2,30,33.22,1.11,0.9,1,1
1.83,26,83.68,2.77,0.8,1,0
0.67,11,12.98,2.49,0.94,1,0
3.7,19,23.8,0.81,0.86,0,0
0.26,6,64.11,3.23,0.83,1,1
4.29,15,37.18,2.86,0.66,1,0
3.19,28,37.96,1.58,0.78,0,0
2.01,3,67.26,3.86,0.61,0,0
0.25,6,49.95,3.13,0.84,1,1
4.01,1,2.41,2.2,0.04,1,0
0.1,25,42.36,0.91,0.34,1,0
4.03,19,46.17,0.14,0.21,1,0
1.68,0,17.43,3.68,0.63,0,0
0.77,12,32.16,3.22,0.85,1,0
4.22,19,26.0,2.8,0.34,0,0
4.5,11,57.14,1.12,0.53,1,0
4.97,5,92.82,1.12,0.34,0,1
4.99,14,20.59,3.81,0.89,0,0
0.26,20,56.08,0.88,0.08,0,1
4.01,6,66.19,3.04,0.38,1,0
4.68,26,12.06,3.58,0.92,0,0
0.25,17,84.58,3.16,0.8,1,1
1.04,18,76.44,3.22,0.04,0,0
3.99,19,45.6,1.22,0.99,0,0
